dataset,method,pair,kendall_tau,spearman,iou_topk
eucalyptus,naive_bayes,FEAT_IMP vs SHAP,0.2514620,0.3754386,0.0
eucalyptus,naive_bayes,LIME vs SHAP,0.2280702,0.3245614,0.2
eucalyptus,naive_bayes,LOCAL vs LIME,0.0109890,0.0021978,0.0
eucalyptus,naive_bayes,LOCAL vs SHAP,0.2307692,0.3582418,0.0
eucalyptus,rbfDDA,FEAT_IMP vs LIME,0.2397661,0.3000000,0.5
eucalyptus,rbfDDA,FEAT_IMP vs LOCAL,-0.0329670,-0.0945055,0.2
eucalyptus,rbfDDA,FEAT_IMP vs SHAP,0.6023392,0.7280702,0.5
eucalyptus,rbfDDA,LIME vs SHAP,0.2397661,0.3000000,0.5
eucalyptus,rbfDDA,LOCAL vs LIME,-0.1428571,-0.1912088,0.2
eucalyptus,rbfDDA,LOCAL vs SHAP,0.0549451,0.0285714,0.2
eucalyptus,rf,FEAT_IMP vs LIME,0.4152047,0.5122807,0.5
eucalyptus,rf,FEAT_IMP vs LOCAL,0.0549451,0.0637363,0.2
eucalyptus,rf,FEAT_IMP vs SHAP,0.5789474,0.7543860,1.0
eucalyptus,rf,LIME vs SHAP,0.3216374,0.4000000,0.5
eucalyptus,rf,LOCAL vs LIME,0.0769231,0.1296703,0.2
eucalyptus,rf,LOCAL vs SHAP,0.0769231,0.1032967,0.2
eucalyptus,rpart,FEAT_IMP vs LIME,0.4035088,0.5929825,0.5
eucalyptus,rpart,FEAT_IMP vs LOCAL,0.1428571,0.2571429,0.5
eucalyptus,rpart,FEAT_IMP vs SHAP,0.4152047,0.5666667,1.0
eucalyptus,rpart,LIME vs SHAP,0.3099415,0.4298246,0.5
eucalyptus,rpart,LOCAL vs LIME,-0.0549451,-0.0505495,0.5
eucalyptus,rpart,LOCAL vs SHAP,0.1648352,0.2087912,0.5
eucalyptus,simpls,FEAT_IMP vs LIME,0.1695906,0.2859649,0.0
eucalyptus,simpls,FEAT_IMP vs LOCAL,0.2380952,0.4285714,0.0
eucalyptus,simpls,FEAT_IMP vs SHAP,-0.1461988,-0.2543860,0.0
eucalyptus,simpls,LIME vs SHAP,0.3567251,0.4807018,0.5
eucalyptus,simpls,LOCAL vs LIME,0.3333333,0.4285714,0.5
eucalyptus,simpls,LOCAL vs SHAP,0.8095238,0.8928571,1.0
iris,C5.0,FEAT_IMP vs LIME,0.6666667,0.8,1.0
iris,C5.0,FEAT_IMP vs LOCAL,0.0000000,0.0,0.5
iris,C5.0,FEAT_IMP vs SHAP,0.6666667,0.8,0.5
iris,C5.0,LIME vs SHAP,0.3333333,0.4,0.5
iris,C5.0,LOCAL vs LIME,0.3333333,0.6,0.5
iris,C5.0,LOCAL vs SHAP,-0.3333333,-0.4,0.5
iris,JRip,FEAT_IMP vs LIME,0.6666667,0.8,0.5
iris,JRip,FEAT_IMP vs LOCAL,-0.3333333,-0.4,0.5
iris,JRip,FEAT_IMP vs SHAP,1.0000000,1.0,1.0
iris,JRip,LIME vs SHAP,0.6666667,0.8,0.5
iris,JRip,LOCAL vs LIME,0.0000000,0.0,0.5
iris,JRip,LOCAL vs SHAP,-0.3333333,-0.4,0.5
iris,PART,FEAT_IMP vs LIME,0.6666667,0.8,0.5
iris,PART,FEAT_IMP vs LOCAL,-0.3333333,-0.4,0.5
iris,PART,FEAT_IMP vs SHAP,0.6666667,0.8,0.5
iris,PART,LIME vs SHAP,1.0000000,1.0,1.0
iris,PART,LOCAL vs LIME,-0.6666667,-0.8,0.5
iris,PART,LOCAL vs SHAP,-0.6666667,-0.8,0.5
iris,ctree,FEAT_IMP vs LIME,0.0000000,0.2,0.5
iris,ctree,FEAT_IMP vs LOCAL,-0.3333333,-0.4,0.5
iris,ctree,FEAT_IMP vs SHAP,1.0000000,1.0,1.0
iris,ctree,LIME vs SHAP,0.0000000,0.2,0.5
iris,ctree,LOCAL vs LIME,0.6666667,0.8,1.0
iris,ctree,LOCAL vs SHAP,-0.3333333,-0.4,0.5
iris,gbm,FEAT_IMP vs LIME,0.6666667,0.8,1.0
iris,gbm,FEAT_IMP vs LOCAL,-0.3333333,-0.4,0.5
iris,gbm,FEAT_IMP vs SHAP,0.6666667,0.8,1.0
iris,gbm,LIME vs SHAP,1.0000000,1.0,1.0
iris,gbm,LOCAL vs LIME,0.0000000,-0.2,0.5
iris,gbm,LOCAL vs SHAP,0.0000000,-0.2,0.5
iris,gcvEarth,FEAT_IMP vs LIME,1,1,1.0
iris,gcvEarth,FEAT_IMP vs LOCAL,0,0,0.5
iris,gcvEarth,FEAT_IMP vs SHAP,1,1,1.0
iris,gcvEarth,LIME vs SHAP,1,1,1.0
iris,gcvEarth,LOCAL vs LIME,0,0,0.5
iris,gcvEarth,LOCAL vs SHAP,0,0,0.5
iris,knn,FEAT_IMP vs LIME,1,1,1.0
iris,knn,FEAT_IMP vs LOCAL,0,0,0.5
iris,knn,FEAT_IMP vs SHAP,1,1,1.0
iris,knn,LIME vs SHAP,1,1,1.0
iris,knn,LOCAL vs LIME,0,0,0.5
iris,knn,LOCAL vs SHAP,0,0,0.5
iris,mlpML,FEAT_IMP vs LIME,1.0000000,1.0,1.0
iris,mlpML,FEAT_IMP vs LOCAL,-0.3333333,-0.4,0.5
iris,mlpML,FEAT_IMP vs SHAP,1.0000000,1.0,1.0
iris,mlpML,LIME vs SHAP,1.0000000,1.0,1.0
iris,mlpML,LOCAL vs LIME,-0.3333333,-0.4,0.5
iris,mlpML,LOCAL vs SHAP,-0.3333333,-0.4,0.5
iris,multinom,FEAT_IMP vs LIME,0.0000000,0.2,0.5
iris,multinom,FEAT_IMP vs LOCAL,-0.3333333,-0.4,0.5
iris,multinom,FEAT_IMP vs SHAP,0.0000000,0.2,0.5
iris,multinom,LIME vs SHAP,1.0000000,1.0,1.0
iris,multinom,LOCAL vs LIME,0.6666667,0.8,1.0
iris,multinom,LOCAL vs SHAP,0.6666667,0.8,1.0
iris,naive_bayes,FEAT_IMP vs LIME,0.6666667,0.8,1.0
iris,naive_bayes,FEAT_IMP vs LOCAL,-0.6666667,-0.8,0.5
iris,naive_bayes,FEAT_IMP vs SHAP,1.0000000,1.0,1.0
iris,naive_bayes,LIME vs SHAP,0.6666667,0.8,1.0
iris,naive_bayes,LOCAL vs LIME,-0.3333333,-0.4,0.5
iris,naive_bayes,LOCAL vs SHAP,-0.6666667,-0.8,0.5
iris,rbfDDA,FEAT_IMP vs LIME,1.0000000,1.0,1.0
iris,rbfDDA,FEAT_IMP vs LOCAL,-0.3333333,-0.5,0.5
iris,rbfDDA,FEAT_IMP vs SHAP,1.0000000,1.0,1.0
iris,rbfDDA,LIME vs SHAP,1.0000000,1.0,1.0
iris,rbfDDA,LOCAL vs LIME,-0.3333333,-0.5,0.5
iris,rbfDDA,LOCAL vs SHAP,-0.3333333,-0.5,0.5
iris,rda,FEAT_IMP vs LIME,1.0000000,1.0,1.0
iris,rda,FEAT_IMP vs LOCAL,-0.3333333,-0.4,0.5
iris,rda,FEAT_IMP vs SHAP,1.0000000,1.0,1.0
iris,rda,LIME vs SHAP,1.0000000,1.0,1.0
iris,rda,LOCAL vs LIME,-0.3333333,-0.4,0.5
iris,rda,LOCAL vs SHAP,-0.3333333,-0.4,0.5
iris,rf,FEAT_IMP vs LIME,0.3333333,0.6,0.5
iris,rf,FEAT_IMP vs LOCAL,-0.6666667,-0.8,0.5
iris,rf,FEAT_IMP vs SHAP,1.0000000,1.0,1.0
iris,rf,LIME vs SHAP,0.3333333,0.6,0.5
iris,rf,LOCAL vs LIME,0.0000000,0.0,0.5
iris,rf,LOCAL vs SHAP,-0.6666667,-0.8,0.5
iris,rpart,FEAT_IMP vs LIME,0.3333333,0.4,0.5
iris,rpart,FEAT_IMP vs LOCAL,-0.3333333,-0.4,0.5
iris,rpart,FEAT_IMP vs SHAP,1.0000000,1.0,1.0
iris,rpart,LIME vs SHAP,0.3333333,0.4,0.5
iris,rpart,LOCAL vs LIME,0.3333333,0.6,0.5
iris,rpart,LOCAL vs SHAP,-0.3333333,-0.4,0.5
iris,simpls,FEAT_IMP vs LIME,0.3333333,0.4,0.5
iris,simpls,FEAT_IMP vs LOCAL,-0.3333333,-0.6,0.5
iris,simpls,FEAT_IMP vs SHAP,0.3333333,0.4,0.5
iris,simpls,LIME vs SHAP,1.0000000,1.0,1.0
iris,simpls,LOCAL vs LIME,0.3333333,0.4,1.0
iris,simpls,LOCAL vs SHAP,0.3333333,0.4,1.0
kc1,C5.0,FEAT_IMP vs LIME,0.3809524,0.5506494,0.5
kc1,C5.0,FEAT_IMP vs LOCAL,-0.0842105,-0.0917293,0.0
kc1,C5.0,FEAT_IMP vs SHAP,0.4095238,0.5558442,0.5
kc1,C5.0,LIME vs SHAP,0.3619048,0.5155844,0.5
kc1,C5.0,LOCAL vs LIME,-0.0526316,-0.0796992,0.0
kc1,C5.0,LOCAL vs SHAP,-0.0736842,-0.0526316,0.0
kc1,JRip,FEAT_IMP vs LIME,0.2857143,0.3272727,1.0
kc1,JRip,FEAT_IMP vs LOCAL,0.0058480,0.0245614,0.2
kc1,JRip,FEAT_IMP vs SHAP,0.2285714,0.3246753,1.0
kc1,JRip,LIME vs SHAP,0.4857143,0.6168831,1.0
kc1,JRip,LOCAL vs LIME,0.1812865,0.2017544,0.2
kc1,JRip,LOCAL vs SHAP,0.4152047,0.5017544,0.2
kc1,PART,FEAT_IMP vs LIME,0.5809524,0.7805195,0.2
kc1,PART,FEAT_IMP vs LOCAL,-0.0952381,-0.1571429,0.0
kc1,PART,FEAT_IMP vs SHAP,0.5428571,0.7467532,0.2
kc1,PART,LIME vs SHAP,0.5238095,0.7142857,0.2
kc1,PART,LOCAL vs LIME,-0.1333333,-0.1597403,0.2
kc1,PART,LOCAL vs SHAP,-0.0571429,-0.0818182,0.2
kc1,bayesglm,FEAT_IMP vs LIME,0.7714286,0.9168831,0.5
kc1,bayesglm,FEAT_IMP vs LOCAL,0.5157895,0.7067669,0.5
kc1,bayesglm,FEAT_IMP vs SHAP,0.6476190,0.7805195,0.5
kc1,bayesglm,LIME vs SHAP,0.6666667,0.8376623,0.2
kc1,bayesglm,LOCAL vs LIME,0.4736842,0.6496241,0.2
kc1,bayesglm,LOCAL vs SHAP,0.5578947,0.7293233,1.0
kc1,ctree,FEAT_IMP vs LIME,0.2761905,0.3909091,0.2
kc1,ctree,FEAT_IMP vs LOCAL,0.0761905,0.1298701,0.2
kc1,ctree,FEAT_IMP vs SHAP,0.2761905,0.3818182,0.2
kc1,ctree,LIME vs SHAP,0.3523810,0.4935065,0.5
kc1,ctree,LOCAL vs LIME,-0.0571429,-0.0584416,0.2
kc1,ctree,LOCAL vs SHAP,-0.0761905,-0.1077922,0.2
kc1,fda,FEAT_IMP vs LIME,0.7142857,0.8831169,0.2
kc1,fda,FEAT_IMP vs LOCAL,0.3619048,0.4324675,0.2
kc1,fda,FEAT_IMP vs SHAP,0.7714286,0.9129870,1.0
kc1,fda,LIME vs SHAP,0.6952381,0.8818182,0.2
kc1,fda,LOCAL vs LIME,0.2476190,0.3467532,0.5
kc1,fda,LOCAL vs SHAP,0.4190476,0.5324675,0.2
kc1,gbm,FEAT_IMP vs LIME,0.2571429,0.3220779,0.0
kc1,gbm,FEAT_IMP vs LOCAL,0.3157895,0.4511278,0.2
kc1,gbm,FEAT_IMP vs SHAP,0.4666667,0.6636364,0.0
kc1,gbm,LIME vs SHAP,0.4095238,0.5805195,0.2
kc1,gbm,LOCAL vs LIME,0.3263158,0.4406015,0.2
kc1,gbm,LOCAL vs SHAP,0.2210526,0.3804511,0.2
kc1,gcvEarth,FEAT_IMP vs LIME,0.6380952,0.8012987,0.5
kc1,gcvEarth,FEAT_IMP vs LOCAL,0.3473684,0.4390977,0.2
kc1,gcvEarth,FEAT_IMP vs SHAP,0.7619048,0.9155844,1.0
kc1,gcvEarth,LIME vs SHAP,0.5714286,0.7688312,0.5
kc1,gcvEarth,LOCAL vs LIME,0.2526316,0.2857143,0.0
kc1,gcvEarth,LOCAL vs SHAP,0.3263158,0.4120301,0.2
kc1,knn,FEAT_IMP vs LIME,0.3809524,0.4324675,0.5
kc1,knn,FEAT_IMP vs LOCAL,0.0842105,0.1488722,0.0
kc1,knn,FEAT_IMP vs SHAP,0.3142857,0.3935065,1.0
kc1,knn,LIME vs SHAP,0.3809524,0.4402597,0.5
kc1,knn,LOCAL vs LIME,0.0421053,0.0796992,0.0
kc1,knn,LOCAL vs SHAP,0.2526316,0.4436090,0.0
kc1,mlpML,FEAT_IMP vs LIME,0.0190476,-0.0103896,0.0
kc1,mlpML,FEAT_IMP vs LOCAL,-0.1523810,-0.2077922,0.2
kc1,mlpML,FEAT_IMP vs SHAP,-0.1523810,-0.1909091,0.2
kc1,mlpML,LIME vs SHAP,0.1809524,0.2675325,0.2
kc1,mlpML,LOCAL vs LIME,-0.3142857,-0.4181818,0.0
kc1,mlpML,LOCAL vs SHAP,0.0476190,0.0467532,0.2
kc1,multinom,FEAT_IMP vs LIME,0.1333333,0.3012987,0.2
kc1,multinom,FEAT_IMP vs LOCAL,0.1809524,0.1337662,0.2
kc1,multinom,FEAT_IMP vs SHAP,0.8571429,0.9610390,0.2
kc1,multinom,LIME vs SHAP,0.1047619,0.2363636,1.0
kc1,multinom,LOCAL vs LIME,-0.5142857,-0.6376623,0.0
kc1,multinom,LOCAL vs SHAP,0.1904762,0.1025974,0.0
kc1,naive_bayes,FEAT_IMP vs LIME,0.4000000,0.5402597,0.2
kc1,naive_bayes,FEAT_IMP vs LOCAL,-0.2285714,-0.3480519,0.0
kc1,naive_bayes,FEAT_IMP vs SHAP,-0.2857143,-0.3701299,0.0
kc1,naive_bayes,LIME vs SHAP,-0.1428571,-0.2142857,0.2
kc1,naive_bayes,LOCAL vs LIME,-0.2761905,-0.3818182,0.0
kc1,naive_bayes,LOCAL vs SHAP,0.2000000,0.3194805,0.0
kc1,rbfDDA,FEAT_IMP vs LIME,0.0190476,0.0129870,0.2
kc1,rbfDDA,FEAT_IMP vs LOCAL,0.1047619,0.0844156,0.2
kc1,rbfDDA,FEAT_IMP vs SHAP,0.6095238,0.7909091,0.5
kc1,rbfDDA,LIME vs SHAP,-0.0666667,-0.0532468,0.2
kc1,rbfDDA,LOCAL vs LIME,-0.2285714,-0.3597403,0.0
kc1,rbfDDA,LOCAL vs SHAP,0.0952381,0.1324675,0.2
kc1,rf,FEAT_IMP vs LIME,0.4571429,0.6467532,0.0
kc1,rf,FEAT_IMP vs LOCAL,0.0571429,0.0766234,0.0
kc1,rf,FEAT_IMP vs SHAP,0.4952381,0.6532468,0.5
kc1,rf,LIME vs SHAP,0.5047619,0.6701299,0.0
kc1,rf,LOCAL vs LIME,0.0095238,0.0324675,0.2
kc1,rf,LOCAL vs SHAP,-0.0095238,-0.0064935,0.2
kc1,rpart,FEAT_IMP vs LIME,0.0666667,0.1311688,0.5
kc1,rpart,FEAT_IMP vs LOCAL,-0.0476190,-0.1350649,0.0
kc1,rpart,FEAT_IMP vs SHAP,0.2761905,0.3844156,0.5
kc1,rpart,LIME vs SHAP,0.2380952,0.3519481,0.5
kc1,rpart,LOCAL vs LIME,-0.3142857,-0.4506494,0.0
kc1,rpart,LOCAL vs SHAP,-0.0857143,-0.1298701,0.0
kc1,simpls,FEAT_IMP vs LIME,0.0952381,0.1246753,0.2
kc1,simpls,FEAT_IMP vs LOCAL,0.0666667,0.1151515,0.2
kc1,simpls,FEAT_IMP vs SHAP,0.0761905,0.1259740,0.2
kc1,simpls,LIME vs SHAP,-0.0857143,-0.1064935,0.2
kc1,simpls,LOCAL vs LIME,0.0222222,0.0424242,0.2
kc1,simpls,LOCAL vs SHAP,0.2888889,0.3939394,0.2
liver-disorders,C5.0,FEAT_IMP vs LIME,0.4666667,0.5428571,0.5
liver-disorders,C5.0,FEAT_IMP vs LOCAL,-0.6000000,-0.6571429,0.2
liver-disorders,C5.0,FEAT_IMP vs SHAP,0.3333333,0.3714286,0.5
liver-disorders,C5.0,LIME vs SHAP,0.8666667,0.9428571,1.0
liver-disorders,C5.0,LOCAL vs LIME,-0.0666667,0.0285714,0.2
liver-disorders,C5.0,LOCAL vs SHAP,0.0666667,0.1428571,0.2
liver-disorders,JRip,FEAT_IMP vs LIME,0.6000000,0.7714286,0.5
liver-disorders,JRip,FEAT_IMP vs LOCAL,-0.4666667,-0.5428571,0.2
liver-disorders,JRip,FEAT_IMP vs SHAP,0.4666667,0.5428571,0.5
liver-disorders,JRip,LIME vs SHAP,0.6000000,0.7714286,1.0
liver-disorders,JRip,LOCAL vs LIME,-0.0666667,-0.0857143,0.5
liver-disorders,JRip,LOCAL vs SHAP,0.0666667,0.3714286,0.5
liver-disorders,PART,FEAT_IMP vs LIME,0.8666667,0.9428571,1.0
liver-disorders,PART,FEAT_IMP vs LOCAL,-0.0666667,-0.0857143,0.5
liver-disorders,PART,FEAT_IMP vs SHAP,0.8666667,0.9428571,0.5
liver-disorders,PART,LIME vs SHAP,0.7333333,0.8857143,0.5
liver-disorders,PART,LOCAL vs LIME,0.0666667,0.1428571,0.5
liver-disorders,PART,LOCAL vs SHAP,-0.2000000,-0.2571429,0.2
liver-disorders,bayesglm,FEAT_IMP vs LIME,0.7333333,0.8285714,1.0
liver-disorders,bayesglm,FEAT_IMP vs LOCAL,0.0666667,0.0285714,0.5
liver-disorders,bayesglm,FEAT_IMP vs SHAP,0.3333333,0.4857143,0.5
liver-disorders,bayesglm,LIME vs SHAP,0.6000000,0.6571429,0.5
liver-disorders,bayesglm,LOCAL vs LIME,0.3333333,0.4857143,0.5
liver-disorders,bayesglm,LOCAL vs SHAP,0.4666667,0.7142857,1.0
liver-disorders,ctree,FEAT_IMP vs LIME,0.4666667,0.6571429,1.0
liver-disorders,ctree,FEAT_IMP vs LOCAL,0.0666667,0.0285714,0.5
liver-disorders,ctree,FEAT_IMP vs SHAP,0.7333333,0.8857143,1.0
liver-disorders,ctree,LIME vs SHAP,0.4666667,0.7142857,1.0
liver-disorders,ctree,LOCAL vs LIME,0.3333333,0.3714286,0.5
liver-disorders,ctree,LOCAL vs SHAP,-0.2000000,-0.2000000,0.5
liver-disorders,fda,FEAT_IMP vs LIME,0.3333333,0.4285714,0.5
liver-disorders,fda,FEAT_IMP vs LOCAL,-0.2000000,-0.2000000,0.5
liver-disorders,fda,FEAT_IMP vs SHAP,0.6000000,0.7714286,1.0
liver-disorders,fda,LIME vs SHAP,0.7333333,0.8285714,0.5
liver-disorders,fda,LOCAL vs LIME,0.4666667,0.6000000,0.5
liver-disorders,fda,LOCAL vs SHAP,0.2000000,0.3142857,0.5
liver-disorders,gbm,FEAT_IMP vs LIME,0.6000000,0.7714286,1.0
liver-disorders,gbm,FEAT_IMP vs LOCAL,-0.0666667,-0.1428571,0.5
liver-disorders,gbm,FEAT_IMP vs SHAP,0.4666667,0.4285714,0.5
liver-disorders,gbm,LIME vs SHAP,0.6000000,0.7714286,0.5
liver-disorders,gbm,LOCAL vs LIME,0.3333333,0.4857143,0.5
liver-disorders,gbm,LOCAL vs SHAP,0.4666667,0.6000000,0.5
liver-disorders,gcvEarth,FEAT_IMP vs LIME,0.3333333,0.4857143,0.5
liver-disorders,gcvEarth,FEAT_IMP vs LOCAL,-0.0666667,-0.0857143,0.5
liver-disorders,gcvEarth,FEAT_IMP vs SHAP,0.7333333,0.8285714,1.0
liver-disorders,gcvEarth,LIME vs SHAP,0.6000000,0.7714286,0.5
liver-disorders,gcvEarth,LOCAL vs LIME,0.6000000,0.7714286,1.0
liver-disorders,gcvEarth,LOCAL vs SHAP,0.2000000,0.3142857,0.5
liver-disorders,knn,FEAT_IMP vs LIME,0.8666667,0.9428571,0.5
liver-disorders,knn,FEAT_IMP vs LOCAL,-0.0666667,0.0285714,0.5
liver-disorders,knn,FEAT_IMP vs SHAP,0.8666667,0.9428571,1.0
liver-disorders,knn,LIME vs SHAP,0.7333333,0.8857143,0.5
liver-disorders,knn,LOCAL vs LIME,-0.2000000,-0.0857143,0.2
liver-disorders,knn,LOCAL vs SHAP,0.0666667,0.1428571,0.5
liver-disorders,mlpML,FEAT_IMP vs LOCAL,0.8666667,0.9428571,1.0
liver-disorders,mlpML,FEAT_IMP vs SHAP,-0.2000000,-0.1428571,0.2
liver-disorders,mlpML,LOCAL vs SHAP,-0.0666667,-0.0285714,0.2
liver-disorders,multinom,FEAT_IMP vs LIME,0.8666667,0.9428571,1.0
liver-disorders,multinom,FEAT_IMP vs LOCAL,0.2000000,0.3142857,0.5
liver-disorders,multinom,FEAT_IMP vs SHAP,0.6000000,0.6571429,0.5
liver-disorders,multinom,LIME vs SHAP,0.7333333,0.8285714,0.5
liver-disorders,multinom,LOCAL vs LIME,0.0666667,0.0285714,0.5
liver-disorders,multinom,LOCAL vs SHAP,-0.2000000,-0.1428571,0.5
liver-disorders,naive_bayes,FEAT_IMP vs LIME,0.4666667,0.5428571,0.5
liver-disorders,naive_bayes,FEAT_IMP vs LOCAL,-0.3333333,-0.1428571,0.2
liver-disorders,naive_bayes,FEAT_IMP vs SHAP,0.3333333,0.3714286,0.5
liver-disorders,naive_bayes,LIME vs SHAP,0.0666667,0.1428571,0.2
liver-disorders,naive_bayes,LOCAL vs LIME,0.2000000,0.3142857,0.2
liver-disorders,naive_bayes,LOCAL vs SHAP,0.3333333,0.4857143,0.5
liver-disorders,rbfDDA,FEAT_IMP vs LIME,0.3333333,0.3714286,0.5
liver-disorders,rbfDDA,FEAT_IMP vs LOCAL,-0.0666667,0.0285714,0.2
liver-disorders,rbfDDA,FEAT_IMP vs SHAP,0.8666667,0.9428571,1.0
liver-disorders,rbfDDA,LIME vs SHAP,0.2000000,0.2571429,0.5
liver-disorders,rbfDDA,LOCAL vs LIME,0.6000000,0.6571429,0.5
liver-disorders,rbfDDA,LOCAL vs SHAP,-0.2000000,-0.0857143,0.2
liver-disorders,rda,FEAT_IMP vs LIME,0.7333333,0.8857143,0.5
liver-disorders,rda,FEAT_IMP vs LOCAL,0.4666667,0.5428571,0.5
liver-disorders,rda,FEAT_IMP vs SHAP,0.4666667,0.6000000,0.5
liver-disorders,rda,LIME vs SHAP,0.7333333,0.8285714,1.0
liver-disorders,rda,LOCAL vs LIME,0.4666667,0.7142857,1.0
liver-disorders,rda,LOCAL vs SHAP,0.4666667,0.7142857,1.0
liver-disorders,rf,FEAT_IMP vs LIME,0.8666667,0.9428571,1.0
liver-disorders,rf,FEAT_IMP vs LOCAL,-0.0666667,0.0285714,0.5
liver-disorders,rf,FEAT_IMP vs SHAP,0.6000000,0.7714286,0.5
liver-disorders,rf,LIME vs SHAP,0.7333333,0.8285714,0.5
liver-disorders,rf,LOCAL vs LIME,0.0666667,0.2000000,0.5
liver-disorders,rf,LOCAL vs SHAP,0.0666667,0.1428571,0.5
liver-disorders,rpart,FEAT_IMP vs LIME,1.0000000,1.0000000,1
liver-disorders,rpart,FEAT_IMP vs LOCAL,0.7333333,0.8285714,1
liver-disorders,rpart,FEAT_IMP vs SHAP,0.7333333,0.8285714,1
liver-disorders,rpart,LIME vs SHAP,0.7333333,0.8285714,1
liver-disorders,rpart,LOCAL vs LIME,0.7333333,0.8285714,1
liver-disorders,rpart,LOCAL vs SHAP,0.4666667,0.6571429,1
liver-disorders,simpls,FEAT_IMP vs LIME,0.8666667,0.9428571,1.0
liver-disorders,simpls,FEAT_IMP vs LOCAL,0.2000000,0.3142857,0.5
liver-disorders,simpls,FEAT_IMP vs SHAP,0.8666667,0.9428571,0.5
liver-disorders,simpls,LIME vs SHAP,0.7333333,0.8285714,0.5
liver-disorders,simpls,LOCAL vs LIME,0.3333333,0.4857143,0.5
liver-disorders,simpls,LOCAL vs SHAP,0.3333333,0.3714286,0.5
mfeat-factors,PART,FEAT_IMP vs LIME,0.1444444,0.2140142,0.2
mfeat-factors,PART,FEAT_IMP vs LOCAL,0.0020622,0.0041381,0.0
mfeat-factors,PART,FEAT_IMP vs SHAP,0.2831180,0.3079889,0.2
mfeat-factors,PART,LIME vs SHAP,0.0682171,0.1014801,0.5
mfeat-factors,PART,LOCAL vs LIME,0.0718266,0.1033425,0.0
mfeat-factors,PART,LOCAL vs SHAP,-0.0611206,-0.0896517,0.0
mfeat-factors,ctree,FEAT_IMP vs LIME,0.1264427,0.1893914,0.5
mfeat-factors,ctree,FEAT_IMP vs LOCAL,0.0853293,0.1239694,0.0
mfeat-factors,ctree,FEAT_IMP vs SHAP,0.1769165,-0.0154217,0.2
mfeat-factors,ctree,LIME vs SHAP,0.0108527,0.0238226,0.5
mfeat-factors,ctree,LOCAL vs LIME,-0.0083025,-0.0128318,0.0
mfeat-factors,ctree,LOCAL vs SHAP,-0.0588133,-0.0877901,0.0
mfeat-factors,gbm,FEAT_IMP vs LIME,0.1230835,0.1864931,0.2
mfeat-factors,gbm,FEAT_IMP vs LOCAL,0.0772673,0.1189729,0.0
mfeat-factors,gbm,FEAT_IMP vs SHAP,0.1690784,0.2432179,0.2
mfeat-factors,gbm,LIME vs SHAP,0.2043066,0.2989402,0.5
mfeat-factors,gbm,LOCAL vs LIME,-0.0027642,-0.0041075,0.0
mfeat-factors,gbm,LOCAL vs SHAP,-0.0089948,-0.0165065,0.0
mfeat-factors,gcvEarth,LIME vs SHAP,0.0897502,0.1319461,0.5
mfeat-factors,gcvEarth,LOCAL vs LIME,0.0120409,0.0215074,0.0
mfeat-factors,gcvEarth,LOCAL vs SHAP,-0.0748968,-0.1125275,0.0
mfeat-factors,knn,FEAT_IMP vs LIME,0.0402239,0.0582384,0.2
mfeat-factors,knn,FEAT_IMP vs LOCAL,-0.0226682,-0.0326780,0.0
mfeat-factors,knn,FEAT_IMP vs SHAP,0.0131783,0.0069017,0.2
mfeat-factors,knn,LIME vs SHAP,0.3621016,0.5044463,0.5
mfeat-factors,knn,LOCAL vs LIME,0.1124117,0.1708246,0.0
mfeat-factors,knn,LOCAL vs SHAP,0.2111669,0.3401170,0.0
mfeat-factors,mlpML,FEAT_IMP vs LIME,0.0161929,0.0259577,0.0
mfeat-factors,mlpML,FEAT_IMP vs LOCAL,0.0159345,0.0240084,0.0
mfeat-factors,mlpML,FEAT_IMP vs SHAP,0.0260121,-0.3431203,0.0
mfeat-factors,mlpML,LIME vs SHAP,-0.0315245,-0.0468724,0.0
mfeat-factors,mlpML,LOCAL vs LIME,0.0484927,0.0760535,0.0
mfeat-factors,mlpML,LOCAL vs SHAP,0.0307494,0.0470832,0.5
mfeat-factors,naive_bayes,FEAT_IMP vs LIME,-0.0102498,-0.0170031,0
mfeat-factors,naive_bayes,FEAT_IMP vs LOCAL,0.0416334,0.0623980,0
mfeat-factors,naive_bayes,FEAT_IMP vs SHAP,0.0939707,0.1362841,0
mfeat-factors,naive_bayes,LIME vs SHAP,-0.0091301,-0.0122269,0
mfeat-factors,naive_bayes,LOCAL vs LIME,0.0366729,0.0507089,0
mfeat-factors,naive_bayes,LOCAL vs SHAP,-0.0856586,-0.1272039,0
mfeat-factors,rpart,FEAT_IMP vs LIME,-0.0145564,-0.0100704,0.2
mfeat-factors,rpart,FEAT_IMP vs LOCAL,0.0579325,0.0846349,0.0
mfeat-factors,rpart,FEAT_IMP vs SHAP,0.0642550,-0.2963527,1.0
mfeat-factors,rpart,LIME vs SHAP,-0.0300603,-0.0337727,0.2
mfeat-factors,rpart,LOCAL vs LIME,0.0286119,0.0377185,0.0
mfeat-factors,rpart,LOCAL vs SHAP,-0.0449996,-0.0701965,0.0
mfeat-factors,simpls,FEAT_IMP vs LIME,-0.1950904,-0.2986342,0.0
mfeat-factors,simpls,FEAT_IMP vs LOCAL,-0.0601971,-0.1058942,0.2
mfeat-factors,simpls,FEAT_IMP vs SHAP,-0.1509905,-0.2633099,0.0
mfeat-factors,simpls,LIME vs SHAP,0.4911283,0.6560390,0.5
